City	Trip	Id	Photo	Description	LatLng	From	To	People	Locations	NumberInTrip	One	Two	Three	Four	Five	Six	Seven	Eight	Nine	Ten	Eleven	Twelve	Thirteen	PhotoAlbum
Dubrovnik	Dalmatia	123	x	We meet our host, Slobodan, and soon walk to the old city where we eat sushi and see MANY cats.<br><br>Toay is Easter so no bakeries are open. Instead we go toa bar called Pinkey's for our morning coffee. It's a dive bar, but pretty charming. Liz has some trouble taking off her pants because she forgot to take her shoes off first. To the old town and a pretty square where we eat squid ink risotto and then Nutella and caramel gelato. We then feed some cats cheese. We hop on a bus to the south side of the city. We walk to the water, sit on a rock, and watch the waves crash against the ancient stone walls. More wandering around the centuries old town. We drink some coffee in a posh hotel and then head back to Pinkey's for beer. Back to the old city, we find a quaint spot and order two types of gnocchi. The first is a Croatian 'Dirty Gnocchi' with beef sauce and cinnamon. The second has with pesto, olives, shrimp, and tuna. Both are unbelievably incredible and the best gnocchi we've ever tasted. Each 'noodle' was the size of a shotgun shell and as soft as a down pillow.	42.641389, 18.108314	Mar 26, 2016	Mar 28, 2016		Verona, Venice, Ljubljana, Zagreb, Sibenik, Park Krka, Split Mostar, Dubrovnik	8	45.438593, 10.992716	45.439150, 12.342401	46.050631, 14.506049	45.815019, 15.973434	43.734526, 15.890963	43.506750, 16.438095	43.337280, 17.815115	42.641389, 18.108314						https://photos.app.goo.gl/3qVtBC5BBGPjkwX89
Mostar	Dalmatia	122	x	The coffee shops are all Turkish. There are many men trying to get me to park in their parking lot. We see take in the sensory experience of being somewhere so different...crumbling buildings, Mosques, Christian churches, tiny dark shops filled with trinkets, a fairytale bridge. A man standing in the middle looks ready to jump, but appeaers to be waiting for someone to give him money. No kissing in the Mosque. We lunch on a lovely tuna pate. We head down the highway. Shortly after leaving Mostar it gets incredibly dark. The GPS tells us we need to get to a parallel highway about 5 miles to the west of us, but when we follow the turn off we are immediately on a very scary, bumpy dirt road. We back up and try the next turn off. It was a similarly scary, bumpy dirt road. We don't have much choice at this point so we drive it. We don't really talk for the 10 or so minutes it takes to cross the valley. We are certainly not imagining getting killed by a gang of desert bandits. Nope. Definitely not thinking that at all. We make it through fine. Before long we are in Dubrovnik.	43.337280, 17.815115	Mar 26, 2016	Mar 26, 2016		Verona, Venice, Ljubljana, Zagreb, Sibenik, Park Krka, Split Mostar, Dubrovnik	7	45.438593, 10.992716	45.439150, 12.342401	46.050631, 14.506049	45.815019, 15.973434	43.734526, 15.890963	43.506750, 16.438095	43.337280, 17.815115	42.641389, 18.108314						https://photos.app.goo.gl/3qVtBC5BBGPjkwX89
Split	Dalmatia	121	x	As we are trying to get down the tiny streets to our B&B I get stuck—with about six other cars—in parking jam in a cul-de-sac. We were pretty much in the middle of the madness. I am okay at driving manual, but the skill needed to get out of this is beyond my ability. Fortunately a kind man, who turns out to be a local college professor and who is a whiz in a stick, hops in our car and squeezes it in a tight spot that allows the others to un-jam. Up the stairs to our adorable B&B where we met Tatiana. She give us homemade Orahovac (walnut liqueur) and snacks. It is all delicious. We walk down the water to Fife where we eat fried squid and whole grilled sea bass. From ther we proceed to explore the old city. More Steinbeck at night. It doesn't feel like we're in the 21st century<br><br>Pastries on the slabwalk. We see bunnies, chicks, ducklings, and a box of snails for sale at the local market. We have to pass through six different checkpoints to get into Bosnia.	43.506750, 16.438095	Mar 25, 2016	Mar 26, 2016		Verona, Venice, Ljubljana, Zagreb, Sibenik, Park Krka, Split Mostar, Dubrovnik	6	45.438593, 10.992716	45.439150, 12.342401	46.050631, 14.506049	45.815019, 15.973434	43.734526, 15.890963	43.506750, 16.438095	43.337280, 17.815115	42.641389, 18.108314						https://photos.app.goo.gl/3qVtBC5BBGPjkwX89
Sibenik	Dalmatia	120	x	The B&B is quaint, as are the streets. We head to a smoky bar and listen to the Spin Doctors. We eat some great pizza and see a cat and dog fight. The cat wins.<br><br>After a nice touch I accidentally made a cup of foam with no coffee in it. To Park Krka where we walked around many waterfalls. We name a mountain "BJ Mountain" before heading to Split.	43.734526, 15.890963	Mar 24, 2016	Mar 25, 2016		Verona, Venice, Ljubljana, Zagreb, Sibenik, Park Krka, Split Mostar, Dubrovnik	5	45.438593, 10.992716	45.439150, 12.342401	46.050631, 14.506049	45.815019, 15.973434	43.734526, 15.890963	43.506750, 16.438095	43.337280, 17.815115	42.641389, 18.108314						https://photos.app.goo.gl/3qVtBC5BBGPjkwX89
Zagreb	Dalmatia	119	x	To Ozujsko pub for cheap beer, burgers, and excellent beer sausages resting atop a foothill of fries. We walk up the mountainside to the Museum of Broken Relationships, a museum which features personal objects from lost partners and lovers. Each item is accompanied by as story. We read about an axe, a melted medal, an empty bottle of conditioner. Next we head to our hosts home. We share beer & Milka with our hosts Robert, Maja, and Ferdo (their pet chinchilla). We wipe the poop pellets off of the couch and then slept on it.<br><br>Cheesy pastries for breakfast and out to a bustling city morning. Our first stop is the Museum of Illusion. This is pretty cool and not just for selfies. Liz finds and completes a Tower of Hanoi; a puzzle which requires moving a stack concentric disks from one post to another, one at time. To the airport where we pick up a rental car. We dirve straight to Plitvice Park, a gorgeous natural forest with a boardwalk passing over the many small streams. There are many pretty waterfalls and we see a cute duck couple. We take a boat across the lake and then drive onto Sibenik.	45.815019, 15.973434	Mar 23, 2016	Mar 24, 2016		Verona, Venice, Ljubljana, Zagreb, Sibenik, Park Krka, Split Mostar, Dubrovnik	4	45.438593, 10.992716	45.439150, 12.342401	46.050631, 14.506049	45.815019, 15.973434	43.734526, 15.890963	43.506750, 16.438095	43.337280, 17.815115	42.641389, 18.108314						https://photos.app.goo.gl/3qVtBC5BBGPjkwX89
Ljubljana	Dalmatia	118	x	This town has a lot of graffiti. It reminds me of Glasgow. The sky is gray. The buildings, where not tagged, are gray. I wonder if this is what Berlin was like in the 90's. We head to the hostel, but only stop in for a few before we go explore the city center. It is beautiful. The buildings here have color and are richly ornamented. We sit down at a cafe on the river and drink spritzes. At night I read Steinbeck. We sleep in a basement.<br><br>The bus to Zagreb is late. Apparently I take a guy's seat. I don't get up.	46.050631, 14.506049	Mar 22, 2016	Mar 23, 2016		Verona, Venice, Ljubljana, Zagreb, Sibenik, Park Krka, Split Mostar, Dubrovnik	3	45.438593, 10.992716	45.439150, 12.342401	46.050631, 14.506049	45.815019, 15.973434	43.734526, 15.890963	43.506750, 16.438095	43.337280, 17.815115	42.641389, 18.108314						https://photos.app.goo.gl/3qVtBC5BBGPjkwX89
Venice	Dalmatia	117	x	It is a bustling morning. The buildings are weathered, the brick crumbling, tha paint worn, and tourists fresh. An musician on the street has a one-man-band setup including accordion, a kick drum, a hi-hat, and a Tin Man funnel hat. It is Psalm Sunday. As we are walking down a narrow, cobblestone street, a group group of Catholics participating in some sort of parade mass come marching down the street in our direction. The priests are singing a beautiful hymn, presumably in Latin. Catholicism in Europe seems a lot more interesting and aesthetically pleasing than in America. We pay an exorbitant price for a coffee in a cute square. To our hotel. Tatiana is lovely. The towels on the bed are shaped like swans kissing. Liz buys a Venetian leaf mask for her dad. To the famous square where we see the gondola men waiting for or starting up rides. We walk to Harry's Bar where we have coffee and a bellini. Next we stroll down the grand canal. Dinner is meat and cheese in the hotel room. Dessert is each other.<br><br>Tatiana delivers breakfast in the room. We make a spritz before taking a boat to Cimitero, the cemetery island. There are flowers all over. It does not feel particularly haunted. Another boat to Murano. Seemingly every other shop here sells some type of glass product. It is all very beautiful. I take some aderall. We buy plates for Anne and Dad & Barb. Bread, snacks and coffee in the square. We spend a few hours exploring the island, taking really good photos, and having lovely conversation. We pass by a house where the occupant hung their laundry in a rainbow spectrum. As we are taking photos of it, she pops her head out and smiles at us. We do our best to communicate our appreciation for her subtle art. Another boat to Burano where the buildings are all painted in vivid colors. We eat cheap pizza, play with cats, and watch the sun set below the houses. To Torcello where a man plays a lovely rendition of La Vie en Rose on accordion. Back to Venice. I nearly accidentally steal someone's bread at the grocery store. We stroll the town at night and ride the canal boat.<br><br>Breakfast delivery again before taking the train to Triste. We ride a tram up the mountain and hop on a heavily-graffitied train towards Ljubljana.	45.439150, 12.342401	Mar 20, 2016	Mar 22, 2016		Verona, Venice, Ljubljana, Zagreb, Sibenik, Park Krka, Split Mostar, Dubrovnik	2	45.438593, 10.992716	45.439150, 12.342401	46.050631, 14.506049	45.815019, 15.973434	43.734526, 15.890963	43.506750, 16.438095	43.337280, 17.815115	42.641389, 18.108314						https://photos.app.goo.gl/3qVtBC5BBGPjkwX89
Verona	Dalmatia	116	x	Being here feels like being in a painting. We arrive at the Colosseum square during golden hour. There are fresh flowers all around. We get cubed cheese served in a cone and walk along Colosseum. In an adjacent square we sit in a cafe and enjoy spritzes, a fine cappuccino, and delicious pizza. Next we take in some ceramic art and proceed to nap in the grass. To our B&B, which is absolutely precious. Our room is the Romantic Suite and is decorated in all things pink. It is gaudy, over the top, and absolutely charming. There are delicious little treats hidden all around the room. This is Alice in Wonderland, withouth all of the killing. After a while we head out to explore the castle and take in the sights. We lay by the river for a while. When the sun goes down we find a quaint spot for where we drank spritzes and eat donkey ragu, sardine & fennel macaroni, and gelato. We wander the area around the Roman theatre in the dark.<br><br>A quick cold shower, coffee, and a train to Venice.	45.438593, 10.992716	Mar 19, 2016	Mar 20, 2016		Verona, Venice, Ljubljana, Zagreb, Sibenik, Park Krka, Split Mostar, Dubrovnik	1	45.438593, 10.992716	45.439150, 12.342401	46.050631, 14.506049	45.815019, 15.973434	43.734526, 15.890963	43.506750, 16.438095	43.337280, 17.815115	42.641389, 18.108314						https://photos.app.goo.gl/3qVtBC5BBGPjkwX89
Paris	Dirty Dick	115	x	Early ride on the Eurostar. To Holybelly for a breakfast of great coffee, hash brown tangles, honey goat cheese, and chives on eggs. Nap in the hotel and then walk to Muji. Lunch is a chicken curry sandwich and hot dog. We wander through a shady street market to a very 80's antique mall. We see many great shops including one that sells old printing press letters. To Mary Celeste for a delicious spritz and an Autumn Blossom. Next to Candelaria for a variation on a martini and something smoky and sweet for Liz. Onward to Little Red Door for a tiki drink and a Spots and Dots. Next to Mabel's for more great drinks. Before bed, Liz looks at her phone and discovers we walked 12 miles today.<br><br>To Fondacion for coffee and cake and then to a massive street antique market. There is a lot of mid-century stuff. We eat Andouillette and fries. To Institute de Bourse for nice coffee in very hot ceramic cups. The big canal is empty. We snack on a ham, egg, and cheese crepe and a Nutella crepe. To printing press letter shop #2 for another look around. We're right by Moulin Rouge, so we have a look the the big windmill before heading to Dirty Dick. It's an very cool tiki bar. They are playing Messer Chups, a Russian Surf Rock band. We drink two Monkey Seeds, a Ward 69, and a Dark Shaman. We meet Alvin for a brief hello. Dinner is Chinese. To Le Syndicat for bare walls, hip hop, and great drinks, one of which included beet juice.<br><br>Eurostar back to London.	48.871038, 2.359637	Jan 30, 2016	Feb 1, 2016	Alvin		1														https://photos.app.goo.gl/hx8F31xqgPQLgBC57
Reykjavik	New Year	114	x	We wait outside the train station in the very cold air & snow for a bus into town. There are ducks and swans in the water. Once in town we in and immediately out of a curry place because it was $25-30 for a curry. Instead we opt for pretty good pizza and a bland kebab across the street. After a long walk in the snow we reach a bonfire on the river, which we learned is a celebration point for the new year festivities. It is deserted, but warm. From there walk a short distance to our hostel where we meet our roommates for the night. They are a man and woman, both geologists. We hit it off right away. Just before midnight we run back out to the bonfire and are just in time for the fireworks. They are not launched from a central spot, but rather from all around the city. The effect is that we are, for a short time, encircled by a forest of sparkling light. It is magical. Right there in the snow Liz pops open a bottle of Veuve Clicquot and we have a toast to the new year. Back inside we learn about cattle hydration and tectonic plates. I snore all night, apparently. Sorry.<br><br>A late breakfasat of hot dogs from Bæjarins Beztu Pylsur, a very popular hot dog stand serving tradition (to Iceland) dogs with are topped with ketchup, brown gravy, and crispy onions. Then to the big church. We miss mass, but are still able to hear a man play the rich, atmospheric organ. The sun is going down and we walk along the water with hopes of catching the Aurora Borealis. Dinner is tasty Thai noodles followed by drink in the London Underground themed Kaffibarinn. At the hostel we watch Smarter Brother.<br><br>We get killer bagels from Kaffitar and then head to the Phallological Museum where we disover just how unsexy penises can be. A dog jumps on me. A quick snack of more hot dogs from Bæjarins (they were so good) and then fish stew, a fish kebab, and a potato kebab at Sea Baron. We catch a bus for our Northern Lights tour. They drive us about 30 minutes outside of the city to a place which is meant to be a great viewing spot. We dont't see any with our eyeballs, but I take many long-exposure shots that catch some very pretty shades of green. Two more hot dogs (5.5 total for me) and then to sleep in a very cold room.	64.149870, -21.942839	Dec 31, 2015	Jan 3, 2016			1														https://photos.app.goo.gl/acVabZnvoyjsn2cv8
Basel	Much ADo	113		This town doesn't fancy us so we pretty quickly head onto Saint-Louis. This is much nicer. Good pizza. Our Airbnb smells like smoke, but Alicia is a kind woman, has some fun music to share, and I don't poop the bed, so it was a good night.<br><br>We get up, return the car (which I only stall once), and go the fuck home.	47.559040, 7.588362	Dec 13, 2015	Dec 14, 2015		Freiburg, Basel	2	47.997181, 7.841577	47.559040, 7.588362												https://photos.app.goo.gl/YczJkYS9Yc3wW5Wo6
Freiburg (NSFW)	Much ADo	112	x	I throw up on the bus to Stansted. I quickly realize I have either food poisoning—possibly from a batch of homemade sauerkraut Liz just made—or a case of Norovirus. We make it to Basel. I feel like hell. We get a manual car, which I now know how to drive (*see Tahiti trip) and drive to Freiburg. Luch is potato soup w/weiner and pumpkin lasagna in a quaint restaurant. People stare at us, I'm not sure why. Mid-eating I am struck with an allergy attack and proceed to sneeze intensly and consistently (a few times a minute) throughout the rest of the meal. We meet the lovely Marta and her son Niko from Poland at their Airbnb. I had mention that I'm not feeling well and Marta makes us a batch of yummy and restorative lemon ginger water. I awake from a nap with a wet butt. I throw those undies away. 2 undies left. Out to the Christmas Market where we eat potato cakes and a nutella crepe. Back and to bed. I awake in the middle of the night. It happened again. 1 undies left. I pad the final pair heavily with TP and go back to bed. Not long after I am up again. I change the padding and throw up my lunch & dinner. Liz is now also feeling ill; though fortunatley without the incontinence.<br><br>Morning. 0 underwear left. Cold balls. We attempt to shop for new briefs, but it's a Sunday in Eurpoe and all the shops are closed. Lunch is soup and a nice brat. We drive up to the edge of the Black Forest and explore a cute town on a hill. We take photos, find cats, and then drive to Basel.	47.997181, 7.841577	Dec 12, 2015	Dec 13, 2015		Freiburg, Basel	1	47.997181, 7.841577	47.559040, 7.588362												https://photos.app.goo.gl/YczJkYS9Yc3wW5Wo6
Lyon	Eating it All	111	x	<span class="list__container menu"><span class="list__title">Entrées</span><span class="list__item"><b>Les Halles de Lyon - </b>Langoustine, oursins, pince de crabe, thon, champagne, abricot</span><span class="list__item"><b>Deux Rivières - </b>Mokxa pour café, photographie, surréaliste à la Galerie le Réverbère, Alix, chat, hookah</span><span class="list__item"><b>Les Culottes Longues - </b>Foie gras avec quenelle, du boeuf, vin, bouteille lourd</span><span class="list__item"><b>Snug - </b>Justine, Tequila Sunrise, decibel counter, il faisait très froid, voiture électrique</span><span class="list__title">Plats</span><span class="list__item"><b>Truffle - </b>Foie gras ravioles, jambon et fromage pâtisserie</span><span class="list__item"><b>Croix Rousse - </b>Belle vue sur la ville, photos mignon</span><span class="list__item"><b>Vieux Lyon - </b>Café de la cathédrale, la pluie sur la place</span><span class="list__item"><b>Mozzato - </b>Burrata fumée, gnocchi, voisin gentil, long island iced tea</span><span class="list__title">Desserts</span><span class="list__item"><b>Vieux Lyon - </b>Pizza café et brioche aux pralines</span><span class="list__item"><b>Miniature Musée - </b>Mere etrangere, petits mondes</span><span class="list__item"><b>Traboules du Vieux Lyon - </b> poussant chaque porte</span><span class="list__item"><b>Le Poêlon d'Or - </b>Andouillette avec moutarde, quenelle en sauce écrevisse</span><span class="list__item"><b>Silka - </b>du cafe</span></span>	45.761891, 4.827315	Nov 21, 2015	Nov 23, 2015			1														https://photos.app.goo.gl/zXdBnnddJPG6hoHf8
Strasbourg	Oktoberfest	110	x	To a burger place. We come upon a very nice church. We stay in a charming and cheap room.<br><br>Another lovely church. Pari-Brest, abricot, and cheesy bread for breakfast. The river is Monet-like, as is pretty much this entire town. We let ourselves get lost wandering the quaint streets. After a while we find a nice cafe in a square where we drink coffee and eat foie gras. We take a boat to a busier area where we encounter tour groups on boats, bicycles, foot, and Seaguey. I take some nice photos of Liz on a bridge. We catch some nice scenery then stop by a sandwich shop for one baguette with ham & pickled veggies and another with salmon and cheese. Both are excellent. We eat them in front of the futuristic Victorian train station before going inside to, reluctantly, catch a train home.	48.579944, 7.750740	Sep 21, 2015	Sep 22, 2015		Salzburg, Munich, Strasbourg	3	47.801280, 13.044909	48.138509, 11.575579	48.579944, 7.750740											https://photos.app.goo.gl/KSPG9F3L2doTkxf16
Munich	Oktoberfest	109	x	Many humans. Many drunk. Some folks wear posh suede lederhosen, man more wear cheap costumey lederhosen. Into the madness. It is essentially a massive carnival with extra beer tents. We get a big beer and sit on a bench to begin drinking. Next to us is a nice German man who happens to be an exotic animal dentist. Prost. Remember to make eye contact. Currywurst. Wow Germans speak great English. Another beer. We smoke a Lucky Strike. Wow, that's a lot of beer. Wow, that's strong beer. We spend most of the evening at the Augustiner tent. Another sausage. I am so drunk that my jaw locks up. I can hardly open it enough to eat the brat. I have to pee so bad I cav hardly walk. Wow, we are really drunk. I think we eat fries later.<br><br>Terrible falafel. Terrible hangover. Back to the party. The beer hall smells disgusting. People are chanting loudly and smacking their tankards on the tables in unison. Everything feels gross. A nice horn band is playing. We eat rooasted river fish on a stick. It is salted, crunchy, bony, and delicious. Aebleskiver on an edible foam plate. We go on a cute 'scary' ride. It has giant chattering teeth and is reminiscent of the ride in Amilee. We watch people tumble down a conveyor belt leading up to a toboggan for at least half an hour. More meat sticks and then a rideshare to Strasbourg.	48.138509, 11.575579	Sep 20, 2015	Sep 21, 2015		Salzburg, Munich, Strasbourg	2	47.801280, 13.044909	48.138509, 11.575579	48.579944, 7.750740											https://photos.app.goo.gl/KSPG9F3L2doTkxf16
Salzburg	Oktoberfest	108	x	The streets are narrow and there are loads of humans about. A lamb brat & beef brat with soft buns. An ivy covered church. A craft fair along the river. We purchase ceramic poppies for Anne. I get stuck by a spiny shrub. We lay a while on the bank of the river and I practice HDR photography. There is a group of refugees in the train station sitting and sleeping behind barricades. It is such a juxtoposition from the lighthearted joy of traveling to a new place to be so directly confronted with people who have had to leave their home out of fear. Part of a building is missing and it is beautiful. To Munich.	47.801280, 13.044909	Sep 20, 2015	Sep 20, 2015		Salzburg, Munich, Strasbourg	1	47.801280, 13.044909	48.138509, 11.575579	48.579944, 7.750740											https://photos.app.goo.gl/KSPG9F3L2doTkxf16
Tokyo	Wooed by	107	x	In no particular order: World-class coffee at Fuglen. Sky Tree in the misty night. We wait an hour to eat Tsukemen ramen underground in a metro station. Sweet crab treats from the conbini. Crunchy tempura. We mourn discarded umbrellas, soon to become karakasa. Yasuda makes us savory sushi with his knobby knuckled hands. Crispy katsukura in a skyscraper. Shabu shabu. A drunken two-mile walk at 2 a.m. to watch the tuna auction at Tsukiji. I buy whetstone.<br><br>Riding electric bicycles. Bar 5 turns us away. They don't give a reason, but our backpacks, t-shirts and shorts, plus being gaijin is the likely cause. We game in very loud arcades. The people playing here are serious business. Many have their own soft white gloves they bring to play the music tapping game. Mochi with bean paste. Custard in egg cups in underground Ginza. Crepes in Harajuku. Robots in Shinjuku. A parade in Meiji Jingu. We fall in love with Gudetama. We admire pearls in Mikimoto. We join the crowd at Senso-ji. Ukrainian lunch and a snow cone with Noriko. Super soft creamy soft serve. I buy risque manga in Akihabara.<br><br>Switch Coffee. Wagyu. Grilled chicken in Piss Alley. We attend a Kabuki performance and fall asleep for a bit. We drink lots of wine. Spend lots of time in the konbini. Takoyaki. Whisky at Star Bar. There Ryan asks for just Iberico fat, which he the proceeds to eat. L-Bar for cheap drinks. Ryan yells SUMIMASSEN!	35.665951, 139.720420	Aug 29, 2015	Sep 5, 2015	Ryan		1														https://photos.app.goo.gl/FMgYKNq4QDUggrU88
San Marino	Inside Italy	106	x	San Marino is a nation on an small-ish, isolated mountain, which is entirely encircled by Italy. Before yesterday I didn't know this place existed. We drive up the mountain, park and begin exploring. The scenery (of Italy) is stunning and the company is superlative. Carpaccio and homemade pasta for lunch. There are quite a few shops selling pretend guns and imitation perfume. Bethany buys a small work from a man on the street painting canvases of buildings and flowers. Back to the villa where we eat leftovers for dinner.<br><br>Brigetta and Uwe spend a good amount of the day making food. They serve eggs and fruit for breakfast. We hang by the pool for a good while. We head to the store to buy cheese and more alcohol and then take family photos. The Nivens arrive. For dinner we have wine, turkey, tuna mayo, caprese salad, bruschetta, pesto pasta, strawberry cream cake, and two types of tiramisu. We take a few more photos and off we go. We sleep at airport. Martino—a Couchsurfer we hosted in London—is our security agent.<br><br>Straight into the office from the airport.	43.932693, 12.450015	Jun 29, 2015	Jun 29, 2015	Richard, Anne, Catherine, and Phoebe Miller, Bethany, Anne and Peter Niven, Brigetta and Uwe, Peggy, Connor, and Peggy's sister	Rome, Perugia, Genoa, Milan, Arezzo, San Gimignano, Cinque Terra, Volterra, Siena, Florence, San Marino	8	41.888069, 12.477820	43.521617, 11.693873	44.404885, 8.935533	43.521617, 11.693873	43.467365, 11.043581	43.521617, 11.693873	44.145904, 9.655338	43.521617, 11.693873	43.399269, 10.865400	43.521617, 11.693873	43.769514, 11.255915	43.521617, 11.693873	43.932693, 12.450015	https://photos.app.goo.gl/5gE8wdLG5rh58x747
Florence	Inside Italy	105	x	Today is a trip for only Liz and I. We don't do a lot in particular, but do a fiar bit of walking around. The sun is beating down and there are many tour groups out. Gelato, of course. Back to Arezzo, where we find Brigetta and Uwe have just arrived. Great lasagna for dinner.	43.769514, 11.255915	Jun 28, 2015	Jun 28, 2015		Rome, Perugia, Genoa, Milan, Arezzo, San Gimignano, Cinque Terra, Volterra, Siena, Florence, San Marino	7	41.888069, 12.477820	43.521617, 11.693873	44.404885, 8.935533	43.521617, 11.693873	43.467365, 11.043581	43.521617, 11.693873	44.145904, 9.655338	43.521617, 11.693873	43.399269, 10.865400	43.521617, 11.693873	43.769514, 11.255915	43.521617, 11.693873	43.932693, 12.450015	https://photos.app.goo.gl/5gE8wdLG5rh58x747
Volterra	Inside Italy	104	x	This town is a grid of small, tight, cobblestone streets. It feels a bit like walking around a Vegas interpretation of an Italian village. Lunch at a charming cafe of bresaola with melon, rocket, and mozzarella. We all go our own ways and shop a bit. I nearly buy an alabaster chess set. On the road back, we stop by a large red "O" overlooking a valley on the road To Sienna. We visit an dreamlike cathedral with frankensence-filled air. Peggy treats us all to dinner back in Arezzo. There  are too many appetizers. Many of the women kiss the waiter.	43.399269, 10.865400	Jun 27, 2015	Jun 27, 2015	Richard, Anne, Catherine, and Phoebe Miller, Bethany, Anne and Peter Niven, Peggy, Connor, and Peggy's sister	Rome, Perugia, Genoa, Milan, Arezzo, San Gimignano, Cinque Terra, Volterra, Siena, Florence, San Marino	6	41.888069, 12.477820	43.521617, 11.693873	44.404885, 8.935533	43.521617, 11.693873	43.467365, 11.043581	43.521617, 11.693873	44.145904, 9.655338	43.521617, 11.693873	43.399269, 10.865400	43.521617, 11.693873	43.769514, 11.255915	43.521617, 11.693873	43.932693, 12.450015	https://photos.app.goo.gl/5gE8wdLG5rh58x747
Cinque Terre	Inside Italy	103	x	We ride with Peggy and her fam. We barely made it onto the ferry to tour the five isolated beach towns. We get off at Monterosso to explore. Lunch is a nice fish stew and mussels pasta. We wander some more and of course have gelato. On our way back we stop by Pisa. While parking on the street a man acts as our 'parking attendant' and then wants money. We do what everyone does and take silly pictures in front of the tower. Back to villa for a lovely chicken parmesan made by Anne.	44.145904, 9.655338	Jun 26, 2015	Jun 26, 2015	Peggy, Connor, and Peggy's sister	Rome, Perugia, Genoa, Milan, Arezzo, San Gimignano, Cinque Terra, Volterra, Siena, Florence, San Marino	5	41.888069, 12.477820	43.521617, 11.693873	44.404885, 8.935533	43.521617, 11.693873	43.467365, 11.043581	43.521617, 11.693873	44.145904, 9.655338	43.521617, 11.693873	43.399269, 10.865400	43.521617, 11.693873	43.769514, 11.255915	43.521617, 11.693873	43.932693, 12.450015	https://photos.app.goo.gl/5gE8wdLG5rh58x747
San Gimignano	Inside Italy	102	x	The tower is a sight to behold. Pizza. We sit at the top of the stairs in the sloping main square and eat gelato. Liz's vintage green beaded necklace snaps and send beads racing down across the piazza. We scramble to pick them up and somehow recover all but one bead. In a museum we gawk at renaissance babies. More gelato and then back to the villa for roast chicken dinner with baked potatoes made by Anne.	43.467365, 11.043581	Jun 24, 2015	Jun 24, 2015	Richard, Anne, Catherine, and Phoebe Miller, Bethany, Peggy, Connor, and Peggy's sister	Rome, Perugia, Genoa, Milan, Arezzo, San Gimignano, Cinque Terra, Volterra, Siena, Florence, San Marino	4	41.888069, 12.477820	43.521617, 11.693873	44.404885, 8.935533	43.521617, 11.693873	43.467365, 11.043581	43.521617, 11.693873	44.145904, 9.655338	43.521617, 11.693873	43.399269, 10.865400	43.521617, 11.693873	43.769514, 11.255915	43.521617, 11.693873	43.932693, 12.450015	https://photos.app.goo.gl/5gE8wdLG5rh58x747
Genoa	Inside Italy	101	x	Men are preaching in the streets. We walk for a while. We pass by the shipyard and then by an alley with at least one brothel in it. Lunch is cheap pasta. Onward to Milan. We attempt Bar Luce—which Wes Andersen designed—but a private event has it reserved for the evening. To Nottingham Forest, which is a was surreal and tacky cocktail bar. The menu is homemade—a binder with A4 Word doc sheets in plastic sleeves. We eat pizza and olives. Liz drinks a singing peach bellini and I Oysters (salt, leaves, campari). We share a Cloud (strawberry daiquiri) before beginning our drive back to Arezzo. On the drive we have a nice chat about early memories. At midnight it is our Anniversary. We sleep in a gas station.	44.404885, 8.935533	Jun 22, 2015	Jun 22, 2015		Rome, Perugia, Genoa, Milan, Arezzo, San Gimignano, Cinque Terra, Volterra, Siena, Florence, San Marino	3	41.888069, 12.477820	43.521617, 11.693873	44.404885, 8.935533	43.521617, 11.693873	43.467365, 11.043581	43.521617, 11.693873	44.145904, 9.655338	43.521617, 11.693873	43.399269, 10.865400	43.521617, 11.693873	43.769514, 11.255915	43.521617, 11.693873	43.932693, 12.450015	https://photos.app.goo.gl/5gE8wdLG5rh58x747
Arezzo	Inside Italy	100	x	Arezzo will act as our home base for the next seven days. The villa is smack in the middle of an active vineyard. Some days we will head out to various small town. Others we will relax here at the villa where we make meal, play ping pong, and drink plenty of wine. One day the daughter of the vineyards owner gives us a tour of the production facilities. While they make various wines here, their specialty is Vin Santo, a dessert wine made by hanging grapes from the rafters of the warehouse until the shrivel almost to rasins. Then, whatever little juice is left in them is squeezed out and fermented into what I can only describe as liquid nirvana. Over the course of the week we get to chat with, eat with, and travel with many lovely humans including Richard, Anne, Catherine, and Phoebe Miller, Bethany, Anne and Peter Niven, Brigetta and Uwe, Peggy, Connor, and Peggy's sister. One evening Liz, the young folks, and me make pizzas for everyone. Another evening Anne makes a superlative chicken parmesan. When Brigetta arrives she immedately sets about making enough angle hair pesto to feed at least thrice as many people as were present.	43.521617, 11.693873	Jun 21, 2015	Jun 30, 2015	Richard, Anne, Catherine, and Phoebe Miller, Bethany, Anne and Peter Niven, Brigetta and Uwe, Peggy, Connor, and Peggy's sister	Rome, Perugia, Genoa, Milan, Arezzo, San Gimignano, Cinque Terra, Volterra, Siena, Florence, San Marino	2	41.888069, 12.477820	43.521617, 11.693873	44.404885, 8.935533	43.521617, 11.693873	43.467365, 11.043581	43.521617, 11.693873	44.145904, 9.655338	43.521617, 11.693873	43.399269, 10.865400	43.521617, 11.693873	43.769514, 11.255915	43.521617, 11.693873	43.932693, 12.450015	https://photos.app.goo.gl/5gE8wdLG5rh58x747
